iter	Logloss
360	0.2158464295
361	0.2156178505
362	0.2153887313
363	0.2150314535
364	0.214641524
365	0.2142236615
366	0.2138734786
367	0.2134268269
368	0.2132369559
369	0.2128563273
370	0.2124078303
371	0.2121177211
372	0.2119108792
373	0.2116538068
374	0.2113512016
375	0.211021578
376	0.2106381618
377	0.2102543548
378	0.2099988656
379	0.2095950822
380	0.2094276281
381	0.2091637638
382	0.2089461342
383	0.2086149509
384	0.2083020142
385	0.2079238601
386	0.2076370882
387	0.2071686167
388	0.2069332766
389	0.2066562643
390	0.206449333
391	0.2062080354
392	0.2059349034
393	0.205766068
394	0.2055364594
395	0.2053460581
396	0.2049173907
397	0.2046399879
398	0.2043649685
399	0.2040334595
400	0.2036917928
401	0.2033878527
402	0.2029669253
403	0.2027115553
404	0.2024504922
405	0.2022017439
406	0.2020123579
407	0.2017338303
408	0.2013375318
409	0.2011139934
410	0.2008415699
411	0.2006602419
412	0.2004520932
413	0.2002350386
414	0.1998870406
415	0.1995291094
416	0.1990995809
417	0.1987262589
418	0.1984603994
419	0.1980257264
420	0.1976153363
421	0.1973952483
422	0.1969765987
423	0.1967090475
424	0.1964056603
425	0.196114953
426	0.1958361808
427	0.1956428267
428	0.1953832324
429	0.1951897412
430	0.194870616
431	0.1946121737
432	0.194467445
433	0.1943117264
434	0.1939739009
435	0.1937011431
436	0.1933232429
437	0.1929657135
438	0.1925985935
439	0.1922701488
440	0.1919534547
441	0.1916118432
442	0.1913444013
443	0.191074735
444	0.1908845477
445	0.1907454431
446	0.1904006472
447	0.1901462299
448	0.1898608659
449	0.1896136984
450	0.1890855601
451	0.1888418573
452	0.1885420213
453	0.1883873768
454	0.1881258063
455	0.1878673581
456	0.1876367206
457	0.1873448819
458	0.1870210715
459	0.1867334701
460	0.1864342691
461	0.1862327874
462	0.1860364843
463	0.185707243
464	0.1854446121
465	0.1851728107
466	0.1849021278
467	0.1846739389
468	0.1843682246
469	0.1841975762
470	0.1839772695
471	0.1837140542
472	0.1836597276
473	0.1833450556
474	0.1831036304
475	0.1829593546
476	0.1827846104
477	0.1825409537
478	0.1823864623
479	0.1819876412
480	0.1818008639
481	0.1814643584
482	0.1812671743
483	0.1809282103
484	0.1807589516
485	0.1804250215
486	0.1802447752
487	0.179995438
488	0.1798525723
489	0.1796570521
490	0.1793899787
491	0.1791907137
492	0.1790740886
493	0.1789111735
494	0.178671554
495	0.1783937069
496	0.1781691975
497	0.1779083897
498	0.1776964441
499	0.1775100053
500	0.1772466471
501	0.1770699321
502	0.1768762778
503	0.1764253453
504	0.1762604964
505	0.1760062894
506	0.1757045073
507	0.1755147137
508	0.175264303
509	0.175022943
510	0.1748088322
511	0.1745762099
512	0.1743094004
513	0.1740687831
514	0.173716641
515	0.1735147805
516	0.1734399445
517	0.1732409767
518	0.1729639339
519	0.1727233843
520	0.1723893977
521	0.1722293946
522	0.1720407549
523	0.1718363652
524	0.1716484241
525	0.1713755905
526	0.1712136394
527	0.1709774242
528	0.1706845091
529	0.1705632002
530	0.1703309643
531	0.1701588797
532	0.169935736
533	0.1696623588
534	0.1694387422
535	0.1692449137
536	0.1691102134
537	0.1688185064
538	0.1685685215
539	0.1683714237
540	0.1681792559
541	0.1679085428
542	0.1675469393
543	0.1671485955
544	0.1669395439
545	0.1666158381
546	0.1664004667
547	0.1661504881
548	0.1660762724
549	0.1658146484
550	0.1654513747
551	0.1653134944
552	0.1651641989
553	0.1648373818
554	0.1644372858
555	0.1642302974
556	0.1640258431
557	0.1637429484
558	0.1634187239
559	0.163099329
560	0.1629442163
561	0.1627004503
562	0.162335921
563	0.1620259448
564	0.1618657172
565	0.1616349396
566	0.161366948
567	0.1611271853
568	0.1608507472
569	0.1606480271
570	0.1605070914
571	0.1603083296
572	0.1600751284
573	0.1598971029
574	0.1596901043
575	0.1594672532
576	0.1592936995
577	0.1590789854
578	0.1589532238
579	0.1587796154
580	0.1584534283
581	0.1581627158
582	0.1578780918
583	0.1576092741
584	0.1574461165
585	0.1571932295
586	0.1569553151
587	0.1567636738
588	0.1565588624
589	0.1563710324
590	0.1561998715
591	0.1560127673
592	0.1557539722
593	0.1554827304
594	0.1553698293
595	0.1550740143
596	0.1548346043
597	0.154645577
598	0.1544661777
599	0.1542171761
600	0.1540856774
601	0.1537983559
602	0.1537152997
603	0.1534770808
604	0.1532753809
605	0.1529960123
606	0.1528302496
607	0.1526469977
608	0.1523944255
609	0.1521620075
610	0.1519874778
611	0.1517271627
612	0.1514653519
613	0.1512314459
614	0.1511136117
615	0.1509283491
616	0.1507786063
617	0.1506422668
618	0.1504408675
619	0.1500556751
620	0.1499308986
621	0.1497771005
622	0.1495374355
623	0.1494680387
624	0.1493827502
625	0.1491873581
626	0.1489318984
627	0.148645155
628	0.1483780922
629	0.1482232931
630	0.1480297793
631	0.1477979064
632	0.1476737171
633	0.1475042594
634	0.1473132238
635	0.1471002913
636	0.1468023047
637	0.1465942236
638	0.1463381195
639	0.1462468304
640	0.1461300742
641	0.1458256115
642	0.1456274651
643	0.1453694351
644	0.1451956527
645	0.144908282
646	0.144741562
647	0.1444412271
648	0.144304541
649	0.1440727128
650	0.1438272473
651	0.1436857843
652	0.1435847185
653	0.1434931429
654	0.1432501997
655	0.143065916
656	0.1428505737
657	0.1427712824
658	0.1425725521
659	0.14243447
660	0.1422025116
661	0.1420072985
662	0.1419007109
663	0.1416222281
664	0.1413851257
665	0.141344196
666	0.1412901288
667	0.1411612116
668	0.1409833937
669	0.1407722969
670	0.1407089982
671	0.1405428401
672	0.1403594795
673	0.1402174782
674	0.1400449714
675	0.1398772099
676	0.1397216515
677	0.1395537219
678	0.1394220716
679	0.1392194006
680	0.1391035377
681	0.1390134452
682	0.1388407159
683	0.1386121892
684	0.1384181684
685	0.1382117111
686	0.1380214082
687	0.1379298774
688	0.1378041117
689	0.1374965762
690	0.1373486397
691	0.1371597955
692	0.1369952485
693	0.1368300626
694	0.1367029488
695	0.1364840669
696	0.1363965444
697	0.1362731887
698	0.136088749
699	0.1360650439
700	0.1359622791
701	0.1358034737
702	0.1355662476
703	0.1354970343
704	0.1353804029
705	0.1351462655
706	0.1349569213
707	0.1347559224
708	0.1345102454
709	0.1343026503
710	0.1341254814
711	0.1339685569
712	0.1337865824
713	0.1335548383
714	0.1334503746
715	0.1333385263
716	0.1331266731
717	0.1330444834
718	0.1329184664
719	0.1327394929
720	0.1323759828
721	0.1322247879
722	0.1321991643
723	0.1321364278
724	0.1319960366
725	0.1318533911
726	0.131783686
727	0.1314370994
728	0.1312916238
729	0.1310807062
730	0.1309181926
731	0.1307941631
732	0.1306880809
733	0.1305137591
734	0.130421716
735	0.1303518752
736	0.1301788348
737	0.1300024049
738	0.1298843995
739	0.1296856028
740	0.129493311
741	0.1293589115
742	0.1292104612
743	0.1291484194
744	0.1289399202
745	0.1287132182
746	0.1284403181
747	0.1283107598
748	0.1281709433
749	0.1279914919
750	0.1278605917
751	0.1277679128
752	0.1275009802
753	0.1272879195
754	0.1271739353
755	0.126994048
756	0.126965373
757	0.1268959749
758	0.1267373238
759	0.1264687937
760	0.1263256899
761	0.1263179206
762	0.1262423779
763	0.1260664727
764	0.1258765909
765	0.1257805016
766	0.1256540706
767	0.1256258153
768	0.1255592742
769	0.125472463
770	0.1252955638
771	0.1251159523
772	0.1248517432
773	0.1246670415
774	0.1244584903
775	0.1242433408
776	0.1242028263
777	0.1239958564
778	0.1238157318
779	0.1236512729
780	0.1236097121
781	0.1234554842
782	0.1233859498
783	0.1232414284
784	0.1231836756
785	0.123087829
786	0.1229092979
787	0.1228294755
788	0.122598659
789	0.1224430461
790	0.1223081288
791	0.1222764465
792	0.122109174
793	0.121834442
794	0.1216128047
795	0.1214563236
796	0.1212694371
797	0.1212018147
798	0.1211233904
799	0.1209219242
800	0.120883293
801	0.1206476045
802	0.1205311252
803	0.1204134911
804	0.1202715201
805	0.1202513221
806	0.1200550092
807	0.1200203146
808	0.1198820878
809	0.1198650673
810	0.1196431759
811	0.1195407355
812	0.1193945481
813	0.1192931881
814	0.1192022888
815	0.119034415
816	0.1187304049
817	0.1185905642
818	0.1184032402
819	0.1182707271
820	0.1181425866
821	0.1180718459
822	0.1179178655
823	0.1177756001
824	0.1176453969
825	0.1176366844
826	0.1176153818
827	0.1175821509
828	0.1173332211
829	0.1172427906
830	0.117167143
831	0.1170609504
832	0.1169744708
833	0.1168198796
834	0.1165838366
835	0.1164811701
836	0.1164236755
837	0.1162693962
838	0.1161958477
839	0.1161116186
840	0.1158661412
841	0.1157338523
842	0.1156104878
843	0.1154390679
844	0.1152461933
845	0.1151132672
846	0.1150365763
847	0.1149528913
848	0.114788064
849	0.1146961918
850	0.114634206
851	0.1145751684
852	0.1145085169
853	0.1142052165
854	0.1139854648
855	0.1139647081
856	0.1137267441
857	0.1135173153
858	0.1134367478
859	0.1132469481
860	0.1130691608
861	0.1130159963
862	0.1128800336
863	0.1128326091
864	0.1128156793
865	0.1126375637
866	0.1125549467
867	0.1124381662
868	0.1122983348
869	0.1121828858
870	0.111999872
871	0.1119051874
872	0.1117292613
873	0.111580496
874	0.1113721739
875	0.1112971351
876	0.1110722672
877	0.1109117258
878	0.1106970566
879	0.1105760147
880	0.1104128454
881	0.1102578893
882	0.1100911869
883	0.1099173544
884	0.1098719515
885	0.1097456294
886	0.1096479181
887	0.1096205724
888	0.1094672606
889	0.1093343916
890	0.1092139306
891	0.1091146791
892	0.1088883357
893	0.1087108611
894	0.1085879755
895	0.1083448952
896	0.1081116377
897	0.1079913014
898	0.1077645213
899	0.1076153227
900	0.1074698116
901	0.1073785436
902	0.1073667699
903	0.1072293881
904	0.1070510857
905	0.1070001214
906	0.1067720835
907	0.1067602287
908	0.1067484621
909	0.1067327982
910	0.106558276
911	0.1065108601
912	0.1064292885
913	0.1064123849
914	0.1061814558
915	0.1060145172
916	0.1059924829
917	0.1058518631
918	0.105679042
919	0.1054665951
920	0.105349409
921	0.1052316071
922	0.1050715682
923	0.1048943743
924	0.1048008438
925	0.104789255
926	0.1047074567
927	0.1045929083
928	0.1044800657
929	0.104456089
930	0.1043067668
931	0.1041126738
932	0.1039708297
933	0.1038865858
934	0.1037997599
935	0.1037108052
936	0.1036215426
937	0.1034690688
938	0.1033953475
939	0.1033006624
940	0.1030963965
941	0.102896437
942	0.1028102947
943	0.1026322667
944	0.1024943211
945	0.1023218599
946	0.102168575
947	0.1021073138
948	0.1019955254
949	0.1018376715
950	0.1017300203
951	0.1016104244
952	0.1014361083
953	0.1013982405
954	0.1013826156
955	0.1012830086
956	0.1011215516
957	0.1011071023
958	0.1010233654
959	0.1008627815
960	0.1007382738
961	0.1006100325
962	0.1004374694
963	0.1003702467
964	0.1002340839
965	0.1000744592
966	0.09995255891
967	0.09981151722
968	0.09968677616
969	0.09967411768
970	0.09956521132
971	0.09936771079
972	0.0991646719
973	0.09899716626
974	0.09887707854
975	0.09869989959
976	0.09856526885
977	0.09841308584
978	0.09823848895
979	0.09816528329
980	0.09797434802
981	0.09783334813
982	0.09763828018
983	0.09744864012
984	0.0972608129
985	0.09715798861
986	0.09709421836
987	0.09695634198
988	0.0968246389
989	0.09667497943
990	0.09650558924
991	0.09644824133
992	0.09636250135
993	0.0962162522
994	0.09609347449
995	0.09593528541
996	0.09580066506
997	0.0956704201
998	0.09539349553
999	0.0952867139
